Text
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Additions Electricity (GW/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Capacity Electricity (GW) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Carbon Sequestration CCS (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Concentration CO2 (ppm) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions C2F6 (kt C2F6/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions C2F6 (kt C2F6/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CH4 (Mt CH4/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CH4 (Mt CH4/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CH4 (Mt CH4/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CH4 (Mt CH4/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CH4 (Mt CH4/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CH4 (Mt CH4/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO (Mt CO/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO (Mt CO/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions CO2 (Mt CO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions F-Gases (Mt CO2-equiv/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions F-Gases (Mt CO2-equiv/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions HFC (kt HFC134a-equiv/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions HFC (kt HFC134a-equiv/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions HFC (kt HFC125/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions HFC (kt HFC125/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions HFC (kt HFC134a/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions HFC (kt HFC134a/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions HFC (kt HFC143a/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions HFC (kt HFC143a/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions HFC (kt HFC227ea/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions HFC (kt HFC227ea/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions HFC (kt HFC23/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions HFC (kt HFC23/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions HFC (kt HFC245fa/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions HFC (kt HFC245fa/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions HFC (kt HFC32/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions HFC (kt HFC32/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions HFC (kt HFC43-10/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions Kyoto Gases (Mt CO2-equiv/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions Kyoto Gases (Mt CO2-equiv/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions N2O (kt N2O/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions N2O (kt N2O/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions N2O (kt N2O/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions N2O (kt N2O/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions N2O (kt N2O/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions N2O (kt N2O/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions NH3 (Mt NH3/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions NH3 (Mt NH3/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions NOx (Mt NO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions NOx (Mt NO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions OC (Mt OC/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions OC (Mt OC/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions PFC (kt CF4-equiv/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions PFC (kt CF4-equiv/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions SF6 (kt SF6/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions SF6 (kt SF6/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions Sulfur (Mt SO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions Sulfur (Mt SO2/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Emissions VOC (Mt VOC/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Emissions VOC (Mt VOC/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Energy Service Transportation (bn tkm/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Energy Service Transportation (bn tkm/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Energy Service Transportation (bn pkm/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Energy Service Transportation (bn pkm/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Final Energy (EJ/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Final Energy (EJ/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Final Energy Electricity (EJ/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Final Energy Electricity (EJ/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Final Energy Gases (EJ/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Final Energy Gases (EJ/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Final Energy Heat (EJ/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the USA region, the variable Final Energy Hydrogen (EJ/yr) is modeled using GCAM-PR 5.3. Trend data: ."
"In the Current Policies scenario for the World region, the variable Final Energy Hydrogen (EJ/yr) is modeled using GCAM-PR 5.3. Trend data: ."
